,Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,score,prediction
3123,3124,Brown University,3.5,PhD,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.39,0
3124,3125,Brown University,3.5,Master's,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.59,1
3125,3126,Brown University,3.5,Master's,Providence,N/A,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.59,0
3126,3127,Brown University,3.5,Master's,Providence,N/A,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.61,0
3127,3128,Brown University,3.5,Master's,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.79,0
3128,3129,Brown University,3.5,Master's,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.05,0
3129,3130,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.16,0
3130,3131,Brown University,3.5,Bachelor's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.56,1
3131,3132,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.5,0
3132,3133,Brown University,3.5,Master's,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.5,1
3133,3134,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.33,1
3134,3135,Brown University,3.5,Master's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.62,0
3135,3136,Brown University,3.5,Master's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.13,0
3136,3137,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.22,1
3137,3138,Brown University,3.5,PhD,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.37,1
3138,3139,Brown University,3.5,Master's,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.19,0
3139,3140,Brown University,3.5,Master's,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.32,0
3140,3141,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.49,0
3141,3142,Brown University,3.5,Master's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.17,0
3142,3143,Brown University,3.5,Master's,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.68,0
3143,3144,Brown University,3.5,Master's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.65,0
3144,3145,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.44,0
3145,3146,Brown University,3.5,PhD,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.66,0
3146,3147,Brown University,3.5,PhD,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.24,1
3147,3148,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.43,1
3148,3149,Brown University,3.5,Master's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.95,1
3149,3150,Brown University,3.5,PhD,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.0,0
3150,3151,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.88,0
3151,3152,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.44,0
3152,3153,Brown University,3.5,Master's,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.55,1
3153,3154,Brown University,3.5,Master's,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.07,1
3154,3155,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.75,1
3155,3156,Brown University,3.5,Bachelor's,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.63,0
3156,3157,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.77,1
3157,3158,Brown University,3.5,PhD,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.23,1
3158,3159,Brown University,3.5,Master's,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.42,0
3159,3160,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.62,0
3160,3161,Brown University,3.5,Master's,Providence,N/A,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.37,0
3161,3162,Brown University,3.5,PhD,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.97,0
3162,3163,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.31,1
3163,3164,Brown University,3.5,Master's,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.62,1
3164,3165,Brown University,3.5,PhD,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.72,0
3165,3166,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.19,1
3166,3167,Brown University,3.5,Master's,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.26,0
3167,3168,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.81,1
3168,3169,Brown University,3.5,Master's,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.09,0
3169,3170,Brown University,3.5,Master's,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.39,0
3170,3171,Brown University,3.5,PhD,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.7,0
3171,3172,Brown University,3.5,PhD,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.79,0
3172,3173,Brown University,3.5,PhD,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.56,0
3173,3174,Brown University,3.5,PhD,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.08,0
3174,3175,Brown University,3.5,PhD,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.8,1
3175,3176,Brown University,3.5,Master's,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.81,0
3176,3177,Brown University,3.5,PhD,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.09,1
3177,3178,Brown University,3.5,Master's,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.61,0
3178,3179,Brown University,3.5,Master's,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.51,1
3179,3180,Brown University,3.5,Bachelor's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.85,1
3180,3181,Brown University,3.5,Master's,Providence,N/A,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.0,0
3181,3182,Brown University,3.5,Master's,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.33,0
3182,3183,Brown University,3.5,PhD,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.43,1
3183,3184,Brown University,3.5,Master's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.11,0
3184,3185,Brown University,3.5,PhD,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.7,0
3185,3186,Brown University,3.5,Master's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.45,1
3186,3187,Brown University,3.5,Master's,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.58,0
3187,3188,Brown University,3.5,PhD,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.45,0
3188,3189,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.79,0
3189,3190,Brown University,3.5,Master's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.85,1
3190,3191,Brown University,3.5,Master's,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.13,0
3191,3192,Brown University,3.5,PhD,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.76,0
3192,3193,Brown University,3.5,PhD,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.3,1
3193,3194,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.32,1
3194,3195,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.68,0
3195,3196,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.36,1
3196,3197,Brown University,3.5,Master's,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,10.0,0
3197,3198,Brown University,3.5,Master's,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.4,1
3198,3199,Brown University,3.5,PhD,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.52,1
3199,3200,Brown University,3.5,PhD,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.32,0
3200,3201,Brown University,3.5,PhD,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.79,0
3201,3202,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.55,1
3202,3203,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.46,1
3203,3204,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.2,0
3204,3205,Brown University,3.5,Master's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.33,0
3205,3206,Brown University,3.5,Master's,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.93,0
3206,3207,Brown University,3.5,PhD,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.14,0
3207,3208,Brown University,3.5,Bachelor's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.13,0
3208,3209,Brown University,3.5,Master's,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.72,0
3209,3210,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.33,0
3210,3211,Brown University,3.5,Master's,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.25,1
3211,3212,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.9,1
3212,3213,Brown University,3.5,Master's,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.03,0
3213,3214,Brown University,3.5,Master's,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.75,0
3214,3215,Brown University,3.5,Master's,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.25,0
3215,3216,Brown University,3.5,Master's,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.98,0
3216,3217,Brown University,3.5,PhD,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.49,0
3217,3218,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.48,0
3218,3219,Brown University,3.5,Master's,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.2,1
3219,3220,Brown University,3.5,Master's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.33,0
3220,3221,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.84,0
3221,3222,Brown University,3.5,Master's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.17,1
3222,3223,Brown University,3.5,Master's,Providence,N/A,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.69,0
3223,3224,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.15,1
3224,3225,Brown University,3.5,PhD,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.05,1
3225,3226,Brown University,3.5,PhD,Providence,N/A,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.47,0
3226,3227,Brown University,3.5,Master's,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.11,0
3227,3228,Brown University,3.5,PhD,Providence,N/A,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.63,0
3228,3229,Brown University,3.5,PhD,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.24,0
3229,3230,Brown University,3.5,Master's,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.82,0
3230,3231,Brown University,3.5,Master's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.29,1
3231,3232,Brown University,3.5,PhD,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.4,0
3232,3233,Brown University,3.5,Master's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.7,0
3233,3234,Brown University,3.5,Master's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.61,0
3234,3235,Brown University,3.5,PhD,Providence,N/A,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.1,0
3235,3236,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.17,0
3236,3237,Brown University,3.5,PhD,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.32,0
3237,3238,Brown University,3.5,PhD,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.01,1
3238,3239,Brown University,3.5,PhD,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.3,1
3239,3240,Brown University,3.5,Master's,Providence,N/A,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.82,0
3240,3241,Brown University,3.5,PhD,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.27,1
3241,3242,Brown University,3.5,Master's,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.46,0
3242,3243,Brown University,3.5,Bachelor's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.24,1
3243,3244,Brown University,3.5,PhD,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.74,1
3244,3245,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.35,1
3245,3246,Brown University,3.5,PhD,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.12,0
3246,3247,Brown University,3.5,Master's,Providence,N/A,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.43,0
3247,3248,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.32,0
3248,3249,Brown University,3.5,PhD,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.43,0
3249,3250,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.34,0
3250,3251,Brown University,3.5,Master's,Providence,F,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.92,1
3251,3252,Brown University,3.5,Master's,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.98,1
3252,3253,Brown University,3.5,PhD,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.26,0
3253,3254,Brown University,3.5,PhD,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.4,1
3254,3255,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.95,1
3255,3256,Brown University,3.5,Master's,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.07,1
3256,3257,Brown University,3.5,Master's,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.13,0
3257,3258,Brown University,3.5,PhD,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.28,0
3258,3259,Brown University,3.5,Master's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.41,0
3259,3260,Brown University,3.5,Master's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.31,0
3260,3261,Brown University,3.5,Master's,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.77,0
3261,3262,Brown University,3.5,Bachelor's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.51,0
3262,3263,Brown University,3.5,Bachelor's,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.68,1
3263,3264,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.51,0
3264,3265,Brown University,3.5,Master's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.0,0
3265,3266,Brown University,3.5,PhD,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.61,0
3266,3267,Brown University,3.5,PhD,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.14,0
3267,3268,Brown University,3.5,PhD,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.82,1
3268,3269,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.84,1
